TransactionId,Amount,HourOfDay,MerchantCategory,Location,TransactionType,HistoricalAvgAmount,NumTransactionsLast24h,IsFraud
1402,122.33,0,Gas,TX,Online,145.91,7,0
1403,99.64,17,Gas,WA,Online,83.64,8,0
1404,135.29,3,Travel,IL,Online,102.20,0,1
1405,190.02,11,Travel,TX,Online,245.05,8,0
1406,2660.87,3,Restaurants,CA,Online,2926.02,7,1
1407,51.78,21,Grocery,FL,In-Store,56.27,1,0
1408,153.31,17,Clothing,TX,In-Store,190.51,2,0
1409,125.70,11,Travel,WA,In-Store,162.63,8,0
1410,103.58,20,Gas,NY,In-Store,115.08,7,0
1411,14.22,22,Grocery,WA,Online,11.38,1,1
1412,161.58,8,Electronics,IL,In-Store,93.65,9,0
1413,36.19,2,Grocery,CA,In-Store,24.67,0,0
1414,123.32,5,Grocery,WA,In-Store,156.31,6,0
1415,26.45,18,Electronics,FL,In-Store,33.93,9,0
1416,58.69,12,Travel,FL,Online,58.95,4,0
1417,195.48,0,Electronics,WA,In-Store,154.35,6,1
1418,171.08,15,Restaurants,FL,Online,90.42,9,0
1419,62.70,17,Electronics,CA,Online,57.37,8,0
1420,68.97,11,Grocery,FL,Online,55.98,7,0
1421,186.74,18,Travel,NY,In-Store,246.49,9,0
1422,127.65,15,Clothing,WA,In-Store,167.27,1,0
1423,141.65,19,Gas,WA,In-Store,207.65,9,0
1424,110.23,23,Electronics,CA,In-Store,108.77,0,1
1425,121.99,20,Gas,TX,Online,182.68,7,0
1426,39.14,20,Travel,CA,Online,54.01,6,1
1427,157.74,0,Gas,WA,Online,233.05,2,1
1428,71.21,7,Travel,WA,In-Store,77.03,2,0
1429,146.35,7,Restaurants,IL,Online,178.86,7,1
1430,22.16,13,Restaurants,CA,In-Store,26.59,6,0
1431,5.48,10,Gas,IL,Online,3.74,6,0
1432,181.39,0,Grocery,CA,Online,210.64,1,0
1433,147.03,13,Travel,NY,Online,84.34,8,0
1434,109.85,2,Restaurants,CA,Online,157.82,5,1
1435,77.26,3,Grocery,TX,Online,94.23,8,1
1436,1541.97,12,Travel,CA,Online,2258.60,4,1
1437,9.61,5,Gas,WA,In-Store,10.90,8,1
1438,60.84,18,Grocery,IL,In-Store,47.15,1,0
1439,113.77,13,Electronics,CA,In-Store,65.50,8,0
1440,3.07,22,Restaurants,CA,In-Store,3.63,5,0
1441,31.78,5,Restaurants,IL,Online,31.42,5,1
1442,42.27,17,Travel,FL,Online,44.10,3,0
1443,142.20,11,Restaurants,FL,Online,139.08,6,0
1444,59.10,19,Travel,TX,Online,87.31,1,0
1445,58.77,5,Electronics,IL,In-Store,46.34,8,0
1446,74.43,9,Travel,WA,In-Store,58.78,9,0
1447,40.86,16,Grocery,NY,Online,37.34,1,0
1448,119.09,10,Restaurants,WA,Online,76.42,2,0
1449,55.97,0,Gas,CA,In-Store,35.98,1,0
1450,83.63,18,Travel,IL,Online,82.18,7,0
1451,33.25,21,Grocery,WA,In-Store,16.78,6,0
1452,103.97,5,Travel,IL,In-Store,98.76,0,0
1453,140.11,9,Travel,WA,In-Store,152.82,9,0
1454,197.53,12,Travel,NY,Online,293.61,9,1
1455,101.22,12,Clothing,IL,In-Store,59.90,6,0
1456,56.37,13,Grocery,FL,In-Store,80.11,7,0
1457,14.86,4,Travel,FL,In-Store,18.61,0,1
1458,26.32,18,Grocery,WA,In-Store,30.56,9,0
1459,13.44,19,Travel,WA,Online,16.36,3,0
1460,48.79,2,Gas,NY,Online,66.51,9,0
1461,183.58,14,Restaurants,IL,In-Store,178.60,9,0
1462,99.81,12,Gas,TX,In-Store,132.20,8,0
1463,96.50,8,Gas,CA,Online,85.63,5,1
1464,192.18,13,Clothing,CA,Online,103.75,7,0
1465,55.38,13,Grocery,TX,In-Store,45.87,2,0
1466,196.60,14,Restaurants,WA,Online,246.56,3,0
1467,87.22,9,Clothing,CA,Online,99.81,5,0
1468,93.81,23,Clothing,IL,In-Store,68.78,5,0
1469,189.44,19,Clothing,TX,In-Store,121.23,4,0
1470,83.39,7,Clothing,IL,In-Store,69.72,6,0
1471,185.77,6,Clothing,TX,In-Store,141.18,8,0
1472,19.99,17,Grocery,CA,Online,25.43,8,1
1473,2091.94,10,Electronics,IL,Online,1521.76,0,1
1474,11.92,4,Grocery,NY,In-Store,9.59,6,1
1475,110.44,22,Grocery,FL,In-Store,59.64,9,0
1476,80.06,20,Restaurants,WA,In-Store,76.23,5,0
1477,96.79,10,Electronics,CA,In-Store,137.89,7,0
1478,185.79,14,Grocery,WA,In-Store,210.99,2,0
1479,188.98,0,Gas,CA,In-Store,255.21,8,0
1480,93.97,7,Clothing,IL,In-Store,139.83,8,0
1481,138.92,16,Grocery,CA,In-Store,178.49,1,0
1482,135.67,3,Grocery,NY,In-Store,166.47,5,0
1483,193.78,12,Restaurants,TX,Online,261.59,4,0
1484,129.92,15,Grocery,NY,Online,183.69,9,0
1485,84.15,14,Electronics,WA,Online,68.52,1,0
1486,161.57,10,Restaurants,FL,Online,207.98,0,1
1487,74.53,21,Electronics,CA,In-Store,70.05,1,0
1488,190.57,7,Travel,NY,Online,234.43,3,0
1489,28.38,21,Clothing,CA,Online,40.98,0,1
1490,3067.83,10,Electronics,NY,Online,3194.22,7,1
1491,31.01,19,Gas,IL,In-Store,26.71,5,0
1492,168.00,8,Travel,CA,Online,192.43,2,1
1493,179.05,16,Electronics,CA,In-Store,176.06,1,0
1494,104.38,6,Gas,FL,Online,122.79,1,1
1495,64.47,2,Travel,WA,In-Store,83.27,2,0
1496,119.30,15,Travel,FL,In-Store,177.57,6,0
1497,76.50,6,Grocery,CA,In-Store,111.62,8,0
1498,2330.55,2,Electronics,NY,Online,1918.13,2,1
1499,239.94,12,Grocery,NY,In-Store,120.06,9,0
1500,131.39,20,Travel,TX,Online,107.44,9,0
1501,143.53,23,Grocery,TX,In-Store,98.86,0,0
1502,178.34,15,Electronics,FL,In-Store,213.50,8,0
1503,60.73,0,Clothing,FL,Online,45.81,6,1
1504,34.99,16,Travel,WA,Online,19.58,5,0
1505,2087.09,14,Travel,NY,Online,1270.32,4,0
1506,66.45,21,Electronics,FL,In-Store,34.16,7,0
1507,64.58,22,Gas,IL,In-Store,33.18,2,0
1508,192.11,6,Electronics,WA,Online,237.38,8,0
1509,138.81,23,Grocery,FL,In-Store,111.31,2,0
1510,55.29,3,Grocery,IL,In-Store,72.70,2,0
1511,1.01,20,Grocery,WA,In-Store,1.09,1,0
1512,139.74,0,Restaurants,FL,In-Store,96.97,3,0
1513,52.47,5,Clothing,TX,Online,35.34,7,0
1514,131.97,19,Restaurants,TX,In-Store,135.11,7,0
1515,175.05,12,Electronics,TX,Online,221.73,6,0
1516,75.69,0,Clothing,IL,In-Store,62.30,5,0
1517,114.67,18,Clothing,WA,Online,72.19,9,1
1518,2.92,14,Electronics,NY,In-Store,1.93,3,0
1519,166.47,21,Travel,FL,In-Store,129.70,7,0
1520,130.64,3,Electronics,CA,In-Store,178.07,9,1
1521,163.80,18,Clothing,NY,In-Store,116.29,7,0
1522,119.34,16,Electronics,CA,Online,158.87,4,0
1523,5.06,0,Travel,NY,Online,2.96,4,0
1524,8.46,20,Gas,TX,Online,9.95,3,0
1525,184.80,1,Clothing,FL,In-Store,163.46,6,0
1526,68.83,0,Restaurants,TX,In-Store,64.69,8,1
1527,15.32,10,Gas,CA,In-Store,20.67,1,0
1528,126.19,18,Restaurants,FL,In-Store,148.97,9,0
1529,80.25,2,Electronics,FL,Online,75.04,7,1
1530,129.12,6,Grocery,CA,In-Store,176.90,5,0
1531,77.72,2,Clothing,FL,Online,103.32,7,0
1532,176.17,19,Grocery,WA,In-Store,211.69,0,0
1533,22.54,10,Grocery,CA,In-Store,22.15,2,0
1534,151.45,14,Electronics,IL,In-Store,149.69,2,0
1535,193.56,3,Restaurants,TX,In-Store,212.99,5,0
1536,52.41,9,Gas,TX,Online,44.80,7,0
1537,197.82,0,Restaurants,NY,Online,233.20,0,1
1538,41.16,0,Travel,FL,In-Store,57.49,7,1
1539,8.00,13,Gas,TX,In-Store,8.77,2,0
1540,548.21,8,Travel,WA,Online,547.82,9,0
1541,90.40,19,Travel,CA,In-Store,80.87,9,0
1542,85.19,17,Gas,FL,Online,69.41,2,1
1543,63.63,8,Travel,IL,In-Store,51.07,0,1
1544,169.51,1,Restaurants,NY,In-Store,129.12,2,1
1545,42.92,7,Grocery,NY,In-Store,48.95,7,0
1546,130.95,12,Electronics,FL,In-Store,87.80,1,0
1547,59.44,2,Electronics,FL,Online,58.83,5,1
1548,177.45,18,Travel,FL,Online,243.06,1,0
1549,163.22,22,Restaurants,CA,In-Store,223.31,6,0
1550,109.35,4,Clothing,TX,In-Store,142.41,9,0
1551,2568.30,1,Restaurants,TX,In-Store,3219.10,9,0
1552,139.85,3,Clothing,TX,In-Store,119.48,9,1
1553,146.14,2,Electronics,NY,Online,210.89,9,0
1554,99.19,19,Grocery,FL,In-Store,122.33,0,0
1555,148.96,11,Travel,FL,Online,204.05,9,1
1556,82.29,17,Clothing,NY,In-Store,104.78,2,0
1557,6.37,20,Restaurants,IL,In-Store,7.48,2,0
1558,34.37,1,Restaurants,FL,Online,50.37,6,1
1559,113.79,17,Grocery,TX,Online,85.82,5,0
1560,1497.30,20,Clothing,TX,Online,1798.88,3,1
1561,17.80,22,Electronics,CA,In-Store,21.33,4,0
1562,179.40,8,Restaurants,TX,In-Store,126.37,4,0
1563,2.07,18,Clothing,NY,In-Store,1.97,2,0
1564,60.12,16,Clothing,WA,Online,82.24,5,0
1565,126.78,11,Clothing,IL,In-Store,82.77,6,0
1566,177.19,1,Clothing,CA,In-Store,151.70,6,1
1567,65.45,16,Grocery,IL,Online,81.78,3,0
1568,80.68,14,Electronics,FL,In-Store,115.12,5,0
1569,61.83,12,Grocery,CA,In-Store,69.89,5,0
1570,170.30,23,Gas,NY,Online,245.91,5,0
1571,179.39,16,Clothing,FL,Online,165.91,7,1
1572,107.53,19,Electronics,TX,In-Store,160.53,0,1
1573,115.44,10,Grocery,FL,Online,84.62,8,0
1574,49.13,11,Clothing,TX,Online,27.40,0,1
1575,43.40,1,Grocery,IL,Online,39.16,0,0
1576,193.12,12,Clothing,IL,In-Store,140.26,3,0
1577,78.89,23,Clothing,CA,In-Store,110.27,1,1
1578,130.76,5,Gas,NY,Online,134.14,7,1
1579,192.66,12,Travel,IL,Online,147.70,2,0
1580,188.29,20,Clothing,NY,In-Store,244.18,6,0
1581,19.89,15,Clothing,CA,In-Store,17.36,7,0
1582,148.71,13,Grocery,WA,Online,193.71,2,0
1583,157.79,23,Restaurants,CA,In-Store,153.23,9,0
1584,58.47,0,Electronics,WA,Online,35.51,4,1
1585,106.81,3,Grocery,FL,Online,106.17,5,0
1586,136.88,23,Gas,IL,In-Store,72.91,0,1
1587,63.01,13,Gas,WA,Online,43.21,0,0
1588,180.23,8,Grocery,NY,Online,268.91,2,0
1589,161.38,21,Travel,NY,In-Store,233.77,7,0
1590,63.89,11,Grocery,CA,In-Store,48.13,7,0
1591,91.81,16,Travel,WA,Online,85.20,5,1
1592,125.05,19,Restaurants,IL,Online,89.54,2,0
1593,64.01,11,Travel,IL,Online,43.73,8,0
1594,19.91,6,Clothing,IL,Online,20.83,5,0
1595,192.02,22,Clothing,FL,Online,219.45,3,1
1596,60.39,15,Grocery,WA,In-Store,69.04,9,0
1597,82.93,1,Restaurants,FL,In-Store,114.19,3,0
1598,150.21,18,Restaurants,NY,Online,221.92,2,0
1599,65.89,19,Travel,CA,Online,93.67,8,1
1600,2686.00,6,Travel,WA,In-Store,1696.23,9,1
1601,72.54,22,Restaurants,CA,In-Store,100.96,1,0
1602,137.90,8,Grocery,IL,In-Store,112.23,0,0
1603,83.09,15,Gas,IL,In-Store,116.87,2,0
1604,92.84,20,Travel,WA,Online,103.30,8,0
1605,77.57,14,Clothing,TX,Online,78.16,1,0
1606,125.58,3,Restaurants,FL,In-Store,78.69,7,0
1607,144.61,13,Grocery,FL,In-Store,164.00,4,0
1608,107.89,20,Grocery,TX,In-Store,139.85,9,0
1609,9.26,23,Clothing,CA,In-Store,9.10,2,0
1610,169.00,18,Travel,IL,Online,201.66,8,0
1611,78.91,18,Gas,IL,In-Store,69.42,9,0
1612,107.26,11,Clothing,IL,In-Store,81.82,0,0
1613,134.53,12,Travel,FL,Online,143.52,7,0
1614,18.27,2,Gas,CA,In-Store,19.59,4,0
1615,168.53,7,Grocery,NY,Online,123.40,9,0
1616,176.40,3,Electronics,IL,In-Store,178.38,0,0
1617,137.47,17,Clothing,NY,In-Store,125.44,2,0
1618,44.77,7,Travel,IL,Online,66.33,4,0
1619,66.69,7,Electronics,IL,In-Store,78.65,6,0
1620,71.55,19,Clothing,NY,Online,38.03,8,0
1621,180.67,6,Clothing,FL,In-Store,231.09,0,1
1622,2033.76,19,Electronics,CA,In-Store,1378.42,3,1
1623,73.68,1,Gas,TX,In-Store,40.87,3,0
1624,147.68,0,Travel,WA,Online,85.36,0,1
1625,2004.25,12,Gas,FL,Online,2374.12,6,1
1626,141.02,13,Travel,WA,In-Store,143.29,2,0
1627,129.16,18,Restaurants,TX,Online,99.44,3,0
1628,30.00,10,Grocery,CA,Online,22.04,3,0
1629,165.70,11,Clothing,IL,In-Store,165.77,6,0
1630,36.27,2,Grocery,TX,Online,26.78,3,0
1631,33.00,6,Clothing,TX,Online,48.77,5,0
1632,26.68,5,Grocery,IL,In-Store,18.09,6,1
1633,68.79,2,Travel,NY,In-Store,40.02,0,0
1634,48.61,7,Electronics,WA,In-Store,66.26,0,0
1635,71.72,12,Electronics,TX,Online,107.53,3,1
1636,175.85,23,Restaurants,WA,In-Store,230.95,8,1
1637,104.02,8,Restaurants,CA,Online,107.78,7,0
1638,124.30,16,Electronics,CA,In-Store,132.82,8,0
1639,2417.14,21,Travel,IL,In-Store,1698.12,9,0
1640,132.39,14,Clothing,WA,In-Store,111.60,7,0
1641,151.38,3,Gas,IL,In-Store,132.87,5,0
1642,117.62,7,Grocery,NY,Online,63.29,8,0
1643,126.20,15,Grocery,NY,Online,171.05,0,1
1644,4.47,16,Restaurants,WA,In-Store,6.58,0,1
1645,123.67,0,Grocery,TX,Online,82.65,6,1
1646,76.93,4,Grocery,TX,Online,66.18,7,1
1647,188.63,2,Gas,WA,In-Store,202.24,3,1
1648,139.49,0,Clothing,NY,In-Store,133.65,4,0
1649,74.58,0,Clothing,WA,Online,58.10,4,1
1650,4.02,20,Restaurants,NY,Online,4.76,0,0
1651,187.38,8,Clothing,FL,Online,270.37,4,0
1652,1847.63,4,Restaurants,NY,In-Store,2747.97,1,1
1653,90.51,15,Clothing,TX,Online,95.22,4,0
1654,26.20,20,Gas,NY,In-Store,26.75,5,0
1655,198.08,22,Restaurants,TX,In-Store,137.19,4,0
1656,165.52,19,Grocery,CA,In-Store,159.54,5,0
1657,59.73,21,Grocery,WA,In-Store,65.14,3,0
1658,46.78,14,Restaurants,NY,Online,38.67,9,0
1659,59.15,11,Gas,CA,In-Store,53.98,7,0
1660,105.12,17,Travel,CA,Online,70.48,2,0
1661,62.03,23,Electronics,WA,Online,46.89,9,1
1662,42.49,3,Clothing,IL,Online,52.60,1,0
1663,2.81,0,Travel,IL,Online,2.85,0,1
1664,187.86,3,Electronics,TX,In-Store,135.57,0,1
1665,2892.10,9,Clothing,TX,In-Store,2025.15,4,0
1666,31.75,12,Grocery,NY,In-Store,20.84,6,0
1667,78.17,17,Gas,WA,In-Store,63.83,6,0
1668,8.68,6,Grocery,IL,Online,8.60,1,0
1669,120.56,16,Grocery,FL,In-Store,122.76,9,0
1670,80.76,2,Clothing,CA,Online,41.83,6,1
1671,106.94,1,Restaurants,NY,In-Store,154.72,1,0
1672,2424.44,12,Restaurants,WA,Online,2554.58,5,1
1673,74.64,21,Electronics,WA,Online,105.45,4,0
1674,126.69,0,Grocery,NY,In-Store,184.57,8,0
1675,4.57,22,Grocery,TX,Online,5.85,8,1
1676,177.37,4,Clothing,FL,In-Store,177.56,2,0
1677,130.11,1,Restaurants,CA,Online,76.75,5,0
1678,145.91,17,Restaurants,IL,Online,126.10,5,0
1679,112.92,3,Restaurants,TX,Online,56.94,0,0
1680,134.88,0,Electronics,FL,In-Store,123.84,3,0
1681,120.14,17,Restaurants,WA,In-Store,116.69,0,1
1682,64.10,20,Grocery,NY,Online,38.81,9,0
1683,73.58,15,Travel,FL,Online,68.83,4,0
1684,158.94,6,Travel,NY,Online,134.64,7,1
1685,177.56,7,Electronics,NY,Online,104.30,6,0
1686,9.35,5,Travel,CA,In-Store,12.56,0,1
1687,20.60,22,Clothing,CA,In-Store,22.62,6,0
1688,149.20,3,Clothing,IL,Online,86.78,2,1
1689,125.69,22,Electronics,WA,In-Store,126.16,3,0
1690,3.97,5,Restaurants,NY,Online,2.61,2,1
1691,21.14,17,Gas,IL,Online,26.73,3,0
1692,109.82,20,Travel,IL,In-Store,129.84,2,0
1693,56.68,17,Grocery,WA,In-Store,69.84,5,0
1694,81.25,7,Grocery,CA,In-Store,49.55,9,0
1695,55.69,8,Restaurants,TX,In-Store,59.58,9,0
1696,405.11,5,Travel,WA,Online,556.36,3,1
1697,3.09,22,Grocery,NY,In-Store,2.65,1,0
1698,98.15,8,Travel,WA,Online,88.72,3,0
1699,152.64,4,Restaurants,NY,Online,188.69,5,0
1700,33.86,11,Travel,TX,Online,40.92,9,0
1701,72.21,6,Travel,NY,Online,80.02,4,0
1702,131.95,5,Grocery,TX,In-Store,134.74,1,1
1703,42.09,8,Travel,CA,In-Store,60.29,1,0
1704,100.53,22,Electronics,CA,In-Store,124.36,0,0
1705,70.09,5,Gas,WA,In-Store,75.39,0,0
1706,98.95,19,Travel,TX,Online,58.57,4,0
1707,11.31,13,Gas,WA,In-Store,11.33,1,0
1708,107.64,22,Clothing,TX,Online,56.73,1,0
1709,154.98,13,Gas,CA,Online,99.63,4,1
1710,15.16,3,Restaurants,NY,In-Store,13.95,6,0
1711,186.69,22,Electronics,CA,In-Store,217.70,0,0
1712,93.38,18,Clothing,WA,Online,54.25,3,1
1713,176.54,3,Clothing,FL,In-Store,236.50,4,0
1714,152.11,7,Electronics,WA,In-Store,208.84,0,0
1715,52.66,2,Gas,NY,Online,56.34,6,1
1716,69.18,15,Travel,FL,In-Store,74.93,5,0
1717,81.02,2,Clothing,TX,In-Store,62.05,9,1
1718,67.96,5,Grocery,TX,In-Store,83.72,8,0
1719,1.15,3,Travel,IL,In-Store,1.00,4,0
1720,177.45,9,Clothing,IL,Online,131.76,4,0
1721,78.84,23,Electronics,FL,Online,51.72,2,1
1722,7.54,5,Travel,CA,In-Store,11.05,5,0
1723,56.38,19,Electronics,CA,In-Store,37.80,3,0
1724,146.99,12,Travel,WA,Online,118.82,3,1
1725,170.07,14,Travel,IL,In-Store,150.92,1,0
1726,97.19,16,Restaurants,FL,Online,140.71,9,0
1727,140.77,13,Grocery,NY,Online,94.66,4,0
1728,196.15,9,Electronics,FL,In-Store,237.61,1,0
1729,166.87,18,Electronics,WA,Online,206.09,6,0
1730,73.20,8,Clothing,WA,In-Store,41.58,6,0
1731,86.32,18,Clothing,IL,Online,58.09,4,1
1732,166.66,12,Travel,WA,Online,138.65,1,0
1733,34.23,7,Restaurants,CA,Online,44.63,8,0
1734,8.37,6,Restaurants,NY,In-Store,9.60,2,0
1735,5.12,15,Clothing,NY,Online,2.77,9,0
1736,160.85,2,Travel,NY,In-Store,128.01,8,1
1737,179.31,12,Clothing,FL,In-Store,262.46,1,0
1738,149.96,3,Restaurants,CA,In-Store,91.95,3,0
1739,193.07,8,Travel,TX,Online,280.26,9,0
1740,45.73,12,Clothing,CA,Online,57.91,7,0
1741,151.14,16,Gas,FL,In-Store,171.74,2,0
1742,52.02,7,Clothing,IL,In-Store,29.03,3,0
1743,158.48,10,Grocery,TX,In-Store,181.57,7,0
1744,55.83,2,Travel,WA,Online,44.47,3,0
1745,7.20,4,Clothing,CA,Online,9.38,6,0
1746,194.79,7,Gas,TX,In-Store,106.34,9,0
1747,191.40,4,Grocery,NY,In-Store,274.15,3,0
1748,98.48,8,Travel,NY,Online,56.01,0,1
1749,199.39,20,Electronics,TX,In-Store,272.40,6,0
1750,145.10,21,Electronics,WA,In-Store,182.53,3,0
1751,101.19,5,Clothing,TX,In-Store,70.54,3,0
1752,84.85,15,Travel,IL,Online,113.19,0,0
1753,168.70,6,Clothing,CA,Online,221.80,2,0
1754,20.84,11,Restaurants,NY,In-Store,25.24,5,0
1755,166.16,21,Grocery,NY,Online,153.38,4,0
1756,65.45,18,Restaurants,TX,In-Store,50.07,9,0
1757,96.68,19,Travel,FL,Online,143.51,0,1
1758,166.98,0,Gas,NY,Online,140.97,0,1
1759,138.85,16,Electronics,WA,In-Store,182.46,4,0
1760,17.03,22,Gas,CA,Online,12.05,2,0
1761,44.80,22,Restaurants,NY,In-Store,23.05,5,0
1762,110.87,18,Restaurants,CA,Online,91.88,5,1
1763,179.49,2,Grocery,NY,Online,261.60,8,0
1764,19.59,15,Gas,FL,In-Store,23.09,1,0
1765,104.58,19,Gas,CA,Online,74.18,2,0
1766,109.54,9,Restaurants,TX,In-Store,67.48,3,0
1767,76.35,22,Gas,IL,Online,70.80,9,0
1768,172.80,21,Travel,WA,Online,145.27,8,0
1769,50.61,0,Gas,WA,In-Store,32.89,4,0
1770,18.27,18,Travel,IL,Online,25.94,2,0
1771,16.58,9,Gas,TX,Online,24.24,3,0
1772,14.27,12,Clothing,CA,In-Store,9.60,8,0
1773,187.75,7,Grocery,IL,Online,221.73,3,0
1774,132.83,0,Restaurants,WA,In-Store,77.89,2,1
1775,21.00,18,Gas,IL,In-Store,15.89,0,0
1776,184.77,7,Electronics,IL,In-Store,112.91,9,0
1777,134.56,0,Grocery,NY,Online,191.65,2,1
1778,96.55,17,Travel,CA,In-Store,91.03,0,0
1779,82.51,23,Gas,WA,In-Store,84.51,7,0
1780,10.12,1,Electronics,TX,In-Store,5.54,4,0
1781,20.85,12,Gas,IL,Online,11.36,7,0
1782,2.89,10,Clothing,IL,In-Store,2.97,6,0
1783,126.10,0,Clothing,FL,Online,114.17,8,0
1784,82.53,23,Gas,IL,In-Store,92.44,3,1
1785,156.21,9,Restaurants,IL,Online,232.80,5,0
1786,30.47,15,Electronics,IL,In-Store,21.15,4,0
1787,65.10,8,Electronics,TX,In-Store,69.62,6,0
1788,128.37,5,Restaurants,IL,Online,147.26,7,1
1789,77.94,3,Travel,TX,Online,82.99,2,1
1790,39.51,14,Electronics,FL,Online,33.32,2,0
1791,149.93,7,Clothing,WA,Online,170.92,3,0
1792,91.69,22,Electronics,FL,In-Store,114.36,8,0
1793,71.35,6,Electronics,IL,Online,89.16,3,0
1794,177.62,17,Travel,CA,Online,231.09,8,0
1795,151.31,2,Grocery,CA,Online,205.99,1,0
1796,50.28,10,Gas,TX,In-Store,28.63,9,0
1797,72.08,19,Electronics,IL,In-Store,77.27,7,0
1798,106.15,7,Clothing,TX,In-Store,127.60,9,0
1799,43.95,4,Electronics,TX,In-Store,40.05,4,0
1800,17.52,0,Travel,IL,Online,19.32,4,1
1801,83.66,5,Restaurants,TX,Online,57.44,3,1
1802,76.30,13,Gas,WA,Online,105.69,8,0
1803,128.67,2,Electronics,IL,Online,91.53,4,0
1804,168.45,20,Grocery,WA,In-Store,146.43,2,0
1805,125.13,19,Gas,NY,Online,76.11,0,0
1806,165.62,5,Restaurants,NY,In-Store,177.48,9,1
1807,55.73,19,Grocery,CA,Online,80.90,3,0
1808,127.94,21,Restaurants,CA,In-Store,65.86,2,0
1809,176.80,2,Grocery,NY,In-Store,171.31,3,1
1810,58.26,11,Travel,TX,In-Store,68.92,0,1
1811,126.04,9,Gas,IL,In-Store,99.90,4,0
1812,170.48,2,Restaurants,FL,In-Store,218.65,6,1
1813,34.24,2,Grocery,FL,In-Store,49.00,6,1
1814,54.46,20,Travel,WA,Online,60.20,3,0
1815,144.75,3,Clothing,IL,In-Store,79.52,6,1
1816,194.01,15,Gas,NY,In-Store,269.96,5,0
1817,197.30,0,Restaurants,WA,Online,212.54,0,0
1818,168.45,8,Travel,WA,Online,109.09,0,0
1819,174.83,10,Clothing,WA,In-Store,222.18,9,0
1820,90.41,13,Grocery,NY,Online,76.26,6,0
1821,129.89,5,Grocery,WA,In-Store,179.64,2,0
1822,161.48,18,Clothing,FL,Online,110.45,0,0
1823,84.93,14,Grocery,IL,In-Store,57.64,1,0
1824,37.68,19,Travel,FL,Online,34.03,4,0
1825,79.03,20,Gas,FL,In-Store,57.77,9,0
1826,256.36,11,Travel,NY,In-Store,363.71,0,0
1827,115.90,7,Travel,IL,Online,138.45,4,0
1828,173.01,10,Grocery,NY,Online,222.97,1,0
1829,144.89,19,Travel,IL,Online,76.98,1,0
1830,141.33,18,Electronics,FL,Online,97.89,9,0
1831,18.91,3,Clothing,WA,Online,15.94,0,1
1832,140.27,1,Electronics,NY,In-Store,168.38,1,1
1833,82.09,17,Electronics,WA,In-Store,121.81,9,0
1834,20.67,21,Electronics,WA,Online,29.09,6,0
1835,156.27,1,Clothing,TX,In-Store,186.73,3,1
1836,59.05,19,Travel,FL,Online,36.36,7,1
1837,123.18,2,Restaurants,TX,In-Store,163.12,2,0
1838,84.40,2,Travel,CA,Online,92.82,9,0
1839,10.06,5,Grocery,FL,In-Store,9.55,6,0
1840,146.30,21,Clothing,NY,Online,209.16,2,0
1841,29.70,23,Electronics,FL,Online,17.96,2,0
1842,12.69,3,Clothing,TX,In-Store,13.81,0,0
1843,186.69,6,Restaurants,NY,In-Store,163.79,0,1
1844,131.50,10,Grocery,NY,Online,135.49,4,0
1845,175.42,8,Travel,WA,Online,207.88,3,0
1846,72.35,20,Electronics,WA,Online,54.85,9,0
1847,122.93,4,Electronics,IL,In-Store,84.32,4,0
1848,1108.30,2,Travel,WA,Online,1342.62,2,1
1849,189.05,22,Travel,IL,Online,97.47,7,0
1850,1287.81,18,Grocery,CA,In-Store,1791.91,4,0
1851,9.69,19,Restaurants,WA,Online,8.27,9,0
1852,90.47,3,Electronics,IL,In-Store,49.85,1,0
1853,131.25,21,Gas,IL,In-Store,194.93,2,0
1854,51.69,19,Travel,WA,In-Store,30.99,1,0
1855,28.61,23,Restaurants,CA,Online,36.41,3,1
1856,64.74,14,Travel,WA,Online,48.82,2,0
1857,142.22,1,Travel,FL,In-Store,108.19,0,0
1858,84.37,23,Restaurants,NY,In-Store,55.93,9,1
1859,701.09,12,Grocery,TX,In-Store,814.33,4,0
1860,56.36,15,Gas,IL,In-Store,50.07,9,0
1861,58.19,7,Clothing,CA,In-Store,49.51,8,0
1862,157.47,22,Gas,NY,Online,170.28,2,0
1863,36.41,14,Electronics,WA,Online,48.50,8,0
1864,153.51,4,Travel,IL,In-Store,168.55,6,0
1865,70.27,22,Gas,IL,In-Store,59.11,8,0
1866,100.27,7,Restaurants,NY,In-Store,141.92,2,0
1867,188.12,17,Grocery,FL,Online,169.45,5,1
1868,24.28,1,Electronics,CA,Online,28.50,2,0
1869,158.66,13,Travel,WA,In-Store,166.93,3,0
1870,199.87,15,Restaurants,WA,Online,115.19,6,0
1871,148.63,2,Restaurants,TX,Online,162.66,2,0
1872,120.43,6,Travel,WA,In-Store,180.13,1,0
1873,24.42,6,Gas,FL,Online,14.04,4,0
1874,72.87,23,Restaurants,NY,In-Store,104.02,9,0
1875,86.39,22,Clothing,TX,In-Store,45.50,9,0
1876,18.61,9,Gas,FL,In-Store,21.26,9,0
1877,2185.78,21,Clothing,NY,In-Store,1595.81,7,1
1878,4.39,16,Travel,WA,In-Store,4.67,8,0
1879,131.49,15,Gas,FL,Online,194.83,2,0
1880,118.26,2,Travel,NY,In-Store,138.97,9,1
1881,103.59,21,Gas,CA,In-Store,54.54,9,0
1882,79.85,11,Travel,NY,In-Store,98.18,2,0
